\textit{LLMIC},,,,,,,,,,,
,Reactive-Business/Sustained-School Closures,0.7\textcolor{white}{aaa} (0.3; 1.9),0.6\textcolor{white}{aaa} (0.1; 2.8),1.6\textcolor{white}{aaa} (0.7; 3.0),0.2\textcolor{white}{aaa} (0.1; 0.4),0.5\textcolor{white}{aaa} (0.2; 1.0),2.6\textcolor{white}{aaa} (1.4; 4.3),1.6\textcolor{white}{aaa} (0.8; 2.9),0.1\textcolor{white}{aaa} (0.0; 0.5),1.3\textcolor{white}{aaa} (0.6; 2.6),1.3\textcolor{white}{aaa} (0.7; 2.4)
,Reactive-Business/Reactive-School Closures,3.8\textcolor{white}{aaa} (1.8; 6.5),0.8\textcolor{white}{aaa} (0.1; 2.7),4.0\textcolor{white}{aaa} (2.0; 7.4),0.2\textcolor{white}{aaa} (0.1; 0.4),1.6\textcolor{white}{aaa} (0.8; 3.4),5.9\textcolor{white}{aaa} (2.9; 9.9),2.6\textcolor{white}{aaa} (1.4; 4.5),0.5\textcolor{white}{aaa} (0.2; 1.2),2.2\textcolor{white}{aaa} (1.1; 3.9),2.7\textcolor{white}{aaa} (1.5; 4.8)
,Elimination,4.2\textcolor{white}{aaa} (2.1; 7.5),0.9\textcolor{white}{aaa} (0.2; 3.0),6.2\textcolor{white}{aaa} (3.2; 11),0.3\textcolor{white}{aaa} (0.1; 0.6),2.6\textcolor{white}{aaa} (1.3; 5.0),9.8\textcolor{white}{aaa} (5.3; 15),3.4\textcolor{white}{aaa} (1.9; 5.8),0.7\textcolor{white}{aaa} (0.2; 1.4),2.7\textcolor{white}{aaa} (1.4; 4.8),3.5\textcolor{white}{aaa} (2.1; 5.8)\phantom{.}\phantom{.}
\textit{UMIC},,,,,,,,,,,
Influenza-2009-X,No Closures,0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.1),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.1),0.0\textcolor{white}{aaa} (0.0; 0.1)
,Reactive-Business/Sustained-School Closures,0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.1),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.1),0.0\textcolor{white}{aaa} (0.0; 0.1)
,Reactive-Business/Reactive-School Closures,0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.1),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.1),0.1\textcolor{white}{aaa} (0.0; 0.1)
,Elimination,0.7\textcolor{white}{aaa} (0.1; 1.7),0.2\textcolor{white}{aaa} (0.0; 0.8),4.9\textcolor{white}{aaa} (0.4; 7.6),0.4\textcolor{white}{aaa} (0.1; 0.8),2.6\textcolor{white}{aaa} (0.2; 4.4),7.5\textcolor{white}{aaa} (0.4; 12),2.7\textcolor{white}{aaa} (0.3; 4.1),0.5\textcolor{white}{aaa} (0.0; 0.8),2.2\textcolor{white}{aaa} (0.3; 3.5),2.6\textcolor{white}{aaa} (0.2; 4.2)\phantom{.}
Influenza-1957-X,No Closures,0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.1),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.1\textcolor{white}{aaa} (0.0; 0.1),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.1\textcolor{white}{aaa} (0.0; 0.1),0.1\textcolor{white}{aaa} (0.1; 0.1)
,Reactive-Business/Sustained-School Closures,0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.2),0.1\textcolor{white}{aaa} (0.0; 0.6),0.0\textcolor{white}{aaa} (0.0; 0.2),0.0\textcolor{white}{aaa} (0.0; 0.4),0.2\textcolor{white}{aaa} (0.1; 1.0),0.1\textcolor{white}{aaa} (0.0; 0.6),0.0\textcolor{white}{aaa} (0.0; 0.0),0.2\textcolor{white}{aaa} (0.1; 0.5),0.1\textcolor{white}{aaa} (0.1; 0.3)
,Reactive-Business/Reactive-School Closures,0.1\textcolor{white}{aaa} (0.0; 0.7),0.0\textcolor{white}{aaa} (0.0; 0.3),0.3\textcolor{white}{aaa} (0.0; 1.3),0.0\textcolor{white}{aaa} (0.0; 0.1),0.1\textcolor{white}{aaa} (0.0; 0.6),0.3\textcolor{white}{aaa} (0.1; 0.8),0.2\textcolor{white}{aaa} (0.0; 1.4),0.0\textcolor{white}{aaa} (0.0; 0.3),0.2\textcolor{white}{aaa} (0.1; 1.4),0.2\textcolor{white}{aaa} (0.1; 1.3)
,Elimination,1.2\textcolor{white}{aaa} (0.6; 2.3),0.4\textcolor{white}{aaa} (0.1; 1.2),6.7\textcolor{white}{aaa} (4.6; 9.4),0.6\textcolor{white}{aaa} (0.3; 1.1),3.8\textcolor{white}{aaa} (2.2; 5.3),10\textcolor{white}{aaa} (6.9; 14),3.5\textcolor{white}{aaa} (2.5; 4.9),0.6\textcolor{white}{aaa} (0.4; 0.9),3.0\textcolor{white}{aaa} (2.0; 4.4),3.5\textcolor{white}{aaa} (2.5; 5.2)\phantom{.}
Influenza-1918-X,No Closures,0.3\textcolor{white}{aaa} (0.1; 1.0),0.2\textcolor{white}{aaa} (0.1; 0.7),1.1\textcolor{white}{aaa} (0.5; 2.9),0.3\textcolor{white}{aaa} (0.1; 0.8),0.3\textcolor{white}{aaa} (0.2; 0.9),1.6\textcolor{white}{aaa} (0.7; 4.4),0.7\textcolor{white}{aaa} (0.3; 1.9),0.2\textcolor{white}{aaa} (0.1; 0.7),1.6\textcolor{white}{aaa} (0.7; 4.5),2.0\textcolor{white}{aaa} (0.9; 5.3)
,Reactive-Business/Sustained-School Closures,0.2\textcolor{white}{aaa} (0.1; 0.4),0.3\textcolor{white}{aaa} (0.1; 1.4),1.4\textcolor{white}{aaa} (0.8; 2.2),0.4\textcolor{white}{aaa} (0.2; 0.8),0.6\textcolor{white}{aaa} (0.4; 0.9),1.9\textcolor{white}{aaa} (1.3; 3.0),1.2\textcolor{white}{aaa} (0.7; 2.2),0.1\textcolor{white}{aaa} (0.1; 0.2),1.5\textcolor{white}{aaa} (0.9; 2.4),1.4\textcolor{white}{aaa} (0.8; 2.3)
,Reactive-Business/Reactive-School Closures,1.0\textcolor{white}{aaa} (0.5; 2.0),0.4\textcolor{white}{aaa} (0.1; 1.2),2.4\textcolor{white}{aaa} (1.6; 3.9),0.2\textcolor{white}{aaa} (0.1; 0.5),1.2\textcolor{white}{aaa} (0.7; 1.9),2.4\textcolor{white}{aaa} (1.3; 4.4),2.1\textcolor{white}{aaa} (1.4; 3.1),0.5\textcolor{white}{aaa} (0.3; 0.8),2.5\textcolor{white}{aaa} (1.7; 3.7),2.7\textcolor{white}{aaa} (1.8; 3.9)
,Elimination,1.6\textcolor{white}{aaa} (0.8; 3.2),0.7\textcolor{white}{aaa} (0.2; 1.8),8.1\textcolor{white}{aaa} (5.8; 11),0.9\textcolor{white}{aaa} (0.5; 1.7),4.4\textcolor{white}{aaa} (2.7; 6.0),12\textcolor{white}{aaa} (8.7; 16),4.3\textcolor{white}{aaa} (3.2; 6.1),0.9\textcolor{white}{aaa} (0.6; 1.4),4.7\textcolor{white}{aaa} (3.2; 6.9),5.6\textcolor{white}{aaa} (3.8; 7.9)\phantom{.}
Covid-Omicron-X,No Closures,0.1\textcolor{white}{aaa} (0.1; 0.3),0.1\textcolor{white}{aaa} (0.0; 0.2),0.3\textcolor{white}{aaa} (0.2; 0.7),0.1\textcolor{white}{aaa} (0.0; 0.2),0.1\textcolor{white}{aaa} (0.1; 0.2),0.4\textcolor{white}{aaa} (0.2; 0.8),0.2\textcolor{white}{aaa} (0.1; 0.4),0.1\textcolor{white}{aaa} (0.0; 0.2),0.4\textcolor{white}{aaa} (0.3; 0.9),0.4\textcolor{white}{aaa} (0.2; 0.8)
,Reactive-Business/Sustained-School Closures,0.1\textcolor{white}{aaa} (0.0; 0.2),0.1\textcolor{white}{aaa} (0.0; 0.6),0.7\textcolor{white}{aaa} (0.3; 1.3),0.2\textcolor{white}{aaa} (0.1; 0.4),0.3\textcolor{white}{aaa} (0.1; 0.6),0.9\textcolor{white}{aaa} (0.4; 1.6),0.6\textcolor{white}{aaa} (0.2; 1.0),0.1\textcolor{white}{aaa} (0.0; 0.1),0.7\textcolor{white}{aaa} (0.4; 1.3),0.6\textcolor{white}{aaa} (0.3; 1.0)
,Reactive-Business/Reactive-School Closures,0.4\textcolor{white}{aaa} (0.1; 1.0),0.2\textcolor{white}{aaa} (0.1; 0.5),1.3\textcolor{white}{aaa} (0.5; 2.3),0.1\textcolor{white}{aaa} (0.1; 0.3),0.5\textcolor{white}{aaa} (0.2; 1.1),1.3\textcolor{white}{aaa} (0.6; 2.3),0.9\textcolor{white}{aaa} (0.3; 1.7),0.2\textcolor{white}{aaa} (0.1; 0.4),1.2\textcolor{white}{aaa} (0.5; 2.2),1.2\textcolor{white}{aaa} (0.5; 2.1)
,Elimination,0.9\textcolor{white}{aaa} (0.4; 2.0),0.4\textcolor{white}{aaa} (0.1; 1.1),5.5\textcolor{white}{aaa} (2.5; 8.6),0.5\textcolor{white}{aaa} (0.3; 1.0),2.8\textcolor{white}{aaa} (1.1; 4.9),7.9\textcolor{white}{aaa} (3.1; 13),3.0\textcolor{white}{aaa} (1.5; 4.5),0.5\textcolor{white}{aaa} (0.3; 0.9),2.8\textcolor{white}{aaa} (1.7; 4.2),3.1\textcolor{white}{aaa} (1.7; 4.7)\phantom{.}
Covid-Delta-X,No Closures,1.2\textcolor{white}{aaa} (0.5; 3.1),0.7\textcolor{white}{aaa} (0.2; 2.3),4.2\textcolor{white}{aaa} (1.6; 7.7),1.0\textcolor{white}{aaa} (0.4; 2.3),1.4\textcolor{white}{aaa} (0.5; 2.8),5.1\textcolor{white}{aaa} (2.0; 9.1),2.3\textcolor{white}{aaa} (0.9; 3.9),0.9\textcolor{white}{aaa} (0.3; 1.8),5.8\textcolor{white}{aaa} (2.2; 11),5.7\textcolor{white}{aaa} (2.3; 9.8)
,Reactive-Business/Sustained-School Closures,1.0\textcolor{white}{aaa} (0.4; 2.6),1.0\textcolor{white}{aaa} (0.3; 3.3),4.3\textcolor{white}{aaa} (2.1; 7.3),1.1\textcolor{white}{aaa} (0.5; 2.2),1.4\textcolor{white}{aaa} (0.8; 2.7),5.3\textcolor{white}{aaa} (3.0; 8.8),3.1\textcolor{white}{aaa} (2.0; 4.9),0.7\textcolor{white}{aaa} (0.2; 1.5),5.1\textcolor{white}{aaa} (2.4; 9.5),4.7\textcolor{white}{aaa} (2.2; 8.9)
,Reactive-Business/Reactive-School Closures,1.8\textcolor{white}{aaa} (0.9; 3.7),0.9\textcolor{white}{aaa} (0.3; 2.6),6.5\textcolor{white}{aaa} (4.1; 9.7),1.0\textcolor{white}{aaa} (0.5; 2.1),2.9\textcolor{white}{aaa} (1.7; 4.5),8.4\textcolor{white}{aaa} (5.1; 12),3.7\textcolor{white}{aaa} (2.5; 5.5),1.0\textcolor{white}{aaa} (0.6; 1.8),5.9\textcolor{white}{aaa} (3.5; 9.7),6.1\textcolor{white}{aaa} (3.6; 9.8)
,Elimination,2.3\textcolor{white}{aaa} (1.1; 4.5),1.1\textcolor{white}{aaa} (0.4; 3.1),9.3\textcolor{white}{aaa} (6.6; 13),1.4\textcolor{white}{aaa} (0.8; 2.7),4.6\textcolor{white}{aaa} (2.8; 6.5),13\textcolor{white}{aaa} (9.0; 18),4.8\textcolor{white}{aaa} (3.5; 6.7),1.3\textcolor{white}{aaa} (0.8; 2.1),7.5\textcolor{white}{aaa} (4.9; 11),7.5\textcolor{white}{aaa} (5.1; 11)\phantom{.}
Covid-Wildtype-X,No Closures,0.3\textcolor{white}{aaa} (0.1; 0.7),0.2\textcolor{white}{aaa} (0.0; 0.6),0.8\textcolor{white}{aaa} (0.3; 2.1),0.2\textcolor{white}{aaa} (0.1; 0.6),0.3\textcolor{white}{aaa} (0.1; 0.7),1.1\textcolor{white}{aaa} (0.5; 2.8),0.5\textcolor{white}{aaa} (0.2; 1.2),0.2\textcolor{white}{aaa} (0.1; 0.5),1.2\textcolor{white}{aaa} (0.5; 3.0),1.3\textcolor{white}{aaa} (0.5; 3.1)
,Reactive-Business/Sustained-School Closures,0.2\textcolor{white}{aaa} (0.1; 0.4),0.3\textcolor{white}{aaa} (0.1; 1.4),1.3\textcolor{white}{aaa} (0.7; 2.4),0.4\textcolor{white}{aaa} (0.2; 0.8),0.6\textcolor{white}{aaa} (0.3; 0.9),2.0\textcolor{white}{aaa} (1.2; 3.1),1.4\textcolor{white}{aaa} (0.8; 2.4),0.1\textcolor{white}{aaa} (0.1; 0.2),1.4\textcolor{white}{aaa} (0.8; 2.4),1.2\textcolor{white}{aaa} (0.7; 2.3)
,Reactive-Business/Reactive-School Closures,1.0\textcolor{white}{aaa} (0.4; 2.0),0.4\textcolor{white}{aaa} (0.1; 1.2),3.2\textcolor{white}{aaa} (1.9; 5.1),0.3\textcolor{white}{aaa} (0.2; 0.7),1.6\textcolor{white}{aaa} (0.9; 2.6),4.0\textcolor{white}{aaa} (2.0; 6.6),2.3\textcolor{white}{aaa} (1.5; 3.4),0.5\textcolor{white}{aaa} (0.3; 0.8),2.6\textcolor{white}{aaa} (1.7; 3.9),2.7\textcolor{white}{aaa} (1.7; 4.3)
,Elimination,1.2\textcolor{white}{aaa} (0.6; 2.3),0.5\textcolor{white}{aaa} (0.2; 1.3),6.0\textcolor{white}{aaa} (3.9; 8.9),0.7\textcolor{white}{aaa} (0.4; 1.3),3.2\textcolor{white}{aaa} (1.8; 4.9),8.8\textcolor{white}{aaa} (5.6; 13),3.4\textcolor{white}{aaa} (2.3; 4.9),0.6\textcolor{white}{aaa} (0.4; 1.0),3.5\textcolor{white}{aaa} (2.3; 5.3),3.9\textcolor{white}{aaa} (2.6; 5.8)\phantom{.}\phantom{.}
\textit{HIC},,,,,,,,,,,
Influenza-2009-X,No Closures,0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.1),0.0\textcolor{white}{aaa} (0.0; 0.1)
,Reactive-Business/Sustained-School Closures,0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.0),0.0\textcolor{white}{aaa} (0.0; 0.1),0.0\textcolor{white}{aaa} (0.0; 0.1)
