\textit{LLMIC},,,,,,
,\bfseries{Economic Closures}$^*$\textsuperscript\textdagger,402.9,243.6,226.9,329.8,543.4
,Elimination,485.8,257.0,291.3,423.8,648.5\phantom{.}\phantom{.}
\textit{HIC},,,,,,
Influenza-2009-X,\bfseries{No Closures}$^*$\textsuperscript\textdagger,2.0,0.9,1.5,2.0,2.5
,School Closures,2.5,3.2,1.5,2.0,2.6
,\bfseries{Economic Closures},2.2,1.6,1.5,2.0,2.6
,Elimination,11.4,8.4,6.1,9.1,14.6\phantom{.}
Influenza-1957-X,\bfseries{No Closures}$^*$\textsuperscript\textdagger,5.2,5.7,3.0,4.4,5.9
,School Closures,12.6,12.5,3.4,5.3,25.0
,\bfseries{Economic Closures},8.1,6.9,3.4,5.3,12.4
,Elimination,16.5,10.6,10.2,13.6,19.2\phantom{.}
Influenza-1918-X,No Closures,252.0,303.1,65.8,113.6,298.9
,School Closures,156.5,151.1,78.3,114.6,169.6
,\bfseries{Economic Closures},118.1,89.5,67.2,105.8,141.6
,\bfseries{Elimination}$^*$\textsuperscript\textdagger,120.3,109.1,54.5,85.0,139.9\phantom{.}
Covid-Omicron-X,\bfseries{No Closures}$^*$,43.7,41.9,15.8,25.8,57.6
,School Closures,52.0,36.5,22.6,48.0,66.4
,\bfseries{Economic Closures}\textsuperscript\textdagger,39.5,29.1,19.9,32.5,50.1
,Elimination,56.0,26.4,37.0,52.8,70.7\phantom{.}
Covid-Delta-X,No Closures,360.7,299.2,91.5,268.0,604.1
,School Closures,291.6,257.0,99.2,176.0,456.5
,\bfseries{Economic Closures},235.7,212.0,88.6,147.4,323.2
,\bfseries{Elimination}$^*$\textsuperscript\textdagger,210.7,191.6,90.6,139.1,250.3\phantom{.}
Covid-Wildtype-X,No Closures$^*$,81.0,93.7,20.4,39.3,104.3
,School Closures,68.3,55.0,39.1,56.7,78.9
,\bfseries{Economic Closures}\textsuperscript\textdagger,54.2,39.2,28.4,46.4,70.8
,\bfseries{Elimination},61.9,37.5,33.9,55.5,79.8\phantom{.}
SARS-X,No Closures,183.6,244.8,44.0,111.7,220.2
,\bfseries{School Closures},137.1,108.5,48.4,112.0,213.5
,\bfseries{Economic Closures}$^*$\textsuperscript\textdagger,131.6,105.7,46.1,107.5,204.4
,Elimination,152.3,108.5,64.8,127.1,225.9\phantom{.}\phantom{.}
